study_hours,attendance,sleep_hours,previous_grade,final_grade
5.64816793878959,80.63979177682552,5.935853264007286,1.7284687024635779,1.4459133363771022
4.229835439167367,,7.9668931486227645,2.1552774689986762,1.576532971313247
3.6461559993880828,83.08888662358193,6.426321403496065,1.784457228500751,0.8071983253687609
6.2233525776817356,53.84015241572108,4.03605505016257,2.2592732558407884,
7.061999044991902,67.73331024925415,6.144528898320301,1.8820203159693087,3.0912179714469623
6.862560238232398,77.53316897204257,5.231337678455728,0.1918702343179035,0.9987242573573001
3.3215649535547227,70.16038780666261,7.050854085523507,3.5281927440307945,2.4356194441201517
4.381575248297571,91.68220052375861,,1.7775752756630792,2.751092142181926
5.662526862807128,90.73355023549945,8.388962651071925,2.355774594029395,
6.951090254244718,80.59155100516108,6.863386209470459,0.5567512110319481,3.5054084521087665
4.04165152430942,,6.733606007861892,0.013551391930556544,1.775179363918915
4.628682046672366,62.7668186881622,7.983838206681374,0.9811603745745718,1.1396344921670605
2.7873300519879436,55.293715910656466,8.445860401113794,2.818344128533401,3.5840620918464894
,67.7448841743277,6.969851872345522,0.3967781204515144,3.446257136999826
,70.65862586038597,5.843199550676064,3.6355497615458714,0.656159788305652
7.712480057141645,83.79114625520367,4.339045575831806,0.8600902774247383,0.1038440734156838
24.27989878419666,82.90799121487868,5.97092536444723,0.8183744571671032,0.35994222539848275
7.007065795784048,53.50540698206285,,0.7260318464859821,1.1461895942152682
5.723272050095268,69.76296577155789,,,3.8890392069668427
3.7097604907897512,,6.48227967829296,3.0872218739129385,2.2340646126433
5.722791211016828,,8.031899458077142,3.500138124981034,1.4930469281170753
8.076073132931938,91.36510748686229,,2.4566508104647955,3.5548643784509855
4.928347921780097,52.095760835812875,6.914438249720587,0.7527999267194492,1.8125453259139985
8.129287311628012,70.95914379510606,8.775981164795335,1.141111987763519,1.2609545136040845
-0.23949020817948874,58.41018278832591,7.51273782093245,1.9037067894598532,3.7648781149826296
6.643805008750448,93.9665107839237,6.909943687467154,3.8173838064932033,3.398070664770712
5.174094136476342,77.85202566375176,6.097083337097234,0.9894054872709712,3.374673501677764
4.401985299068265,61.569031818842404,,2.926583615679552,2.0491389722008524
5.183521553071005,75.12136435831883,5.724080120572078,1.7577928931716813,3.15775359526182
1.0248621707982144,86.5743179851558,6.188489701325651,1.1913893934400872,0.7174134370582075
4.560656224324976,97.9059004459717,,1.823663748088455,2.2928918302249746
,61.02230021227095,6.667167593061597,0.28482687016493013,3.9353836913901827
7.955788089483033,94.30908860646726,4.9753403959281535,3.19474948372145,1.1638337220718467
3.9634595634527052,96.71520570837451,9.652253939589675,0.9732077119318685,3.1774093169907007
3.3830127942136246,95.82102722660332,7.479947786717744,,1.961913628832269
3.996485912830927,,4.889584899230246,0.2733934857927789,0.15922273288834932
6.830804235404148,81.49103272173538,6.337226609138765,3.8203942246627443,3.0520775912626696
5.657502219319369,70.16053165919114,7.166329574242627,0.7720599416227945,0.6742765775684512
3.9404795924659224,87.6198941151894,9.556888139946066,3.530968304828322,2.5258942685310006
6.026534866226712,76.56470091754659,5.337831312611696,3.237892838461738,0.3426567761878916
5.194155098696081,83.87190356141473,8.46406107903392,3.871439696325664,3.7874695899838593
6.937289981065779,71.42289519243977,,1.9115626437829984,1.1668955487214436
3.5958938122452953,86.57482320215695,6.057018542388144,2.909589175383806,0.9058587667095797
4.3446757068044635,91.22357588022746,6.58372957170965,1.4828426281511362,0.5165456162653372
4.215783693735685,57.32181283014081,,0.7374729520787753,3.784008773356191
2.072970103735763,91.6464857787114,6.694808288379543,1.7723037317337953,2.8476149697652207
5.592240554129152,77.01482658951537,6.9451150384856035,,2.9666435548723546
5.522110544359778,92.23329545451122,7.989474997123556,3.9281784911455357,1.9976182455209783
5.010226913284922,71.56508531705073,8.63527520653067,0.3849859645628655,1.8989111410819337
4.530825733249706,68.95202426915175,5.8778559030675295,2.3568468938104816,
2.1692585158991715,95.75303662586111,4.049012403661008,2.5058554210162236,2.239364382335967
4.158709354469282,62.55846337742007,6.9681328310856365,2.152318171496217,0.9876659804351617
4.314570966946461,92.21061626430716,7.440306294952961,2.6487435428473343,3.9085813312016233
3.395445461556762,74.2010286254702,7.374126531527563,,3.1863237600605894
4.677428576667982,75.70477212756299,6.509990128736434,2.2200740968211643,1.6519682407715504
5.8081017136290765,65.4234140744742,7.187128149495901,1.1488502845094462,0.6053650347661321
8.77237180242106,78.65211003095078,9.27316721252837,,3.141326764555136
5.349155625663678,66.26055981381057,,,0.48821506832526396
5.515100781445529,51.96347071208262,6.439947362495373,3.8900579286389707,0.757335013988282
4.851108168467666,63.5999302672178,6.249703274356007,0.15022427896075818,0.8460820709769097
1.162457569401917,50.31895217032953,6.745221463483404,1.1405327007228347,2.2275625530923775
4.946972249101567,98.91773935284283,,0.781690346553396,
5.120460419882053,,6.725048935710704,0.044618349247322,1.2572595148987689
49.63242112485286,69.75776487361526,6.970308483218938,0.9693029209852857,0.33867925710115765
4.615278070437755,86.4185427169823,6.276529643595546,2.7151039340817156,1.8581538540976767
28.015473423336125,67.29030492052125,8.648475036162948,,2.992440964639742
4.9305764605895135,83.5546578542988,9.939755882117012,2.036013781930473,0.8866553723495532
2.662643924760936,90.27150215229895,7.675919574147082,3.5512724598599945,
7.285645629030041,,7.124159355678138,2.775031681396301,
6.503866065373549,70.0106137924836,7.055174249761352,1.5785162796241279,3.8166149084767116
6.582063894086094,89.16489914780239,3.4235398168213815,1.4898757556484332,3.9618629282463056
,63.29642253160594,8.117726296427225,1.822943256033939,3.2306384062991205
7.805588621872198,99.51661518968243,7.201249623993765,0.7081657642396255,0.7527366766717822
2.1962978744154382,51.288479938217556,7.642513075991087,2.5360030696639524,0.8479260831970454
6.173714187600541,80.17644032505605,5.932806708874443,1.456611276418422,1.360900966089568
9.380911251619956,82.97529908256635,6.423314681534363,3.4094613970481746,
,84.40227785370644,6.38346259524524,3.026210640231265,
3.867404540794456,56.01937893945445,8.532434476109557,2.44205265636864,3.1562959315267745
5.199302730175282,96.92648917365652,6.43186024509536,1.4568088905980643,2.8960351686462156
3.9930486917676014,59.059163952504136,10.123990483164697,,0.7438528962325273
1.8986731378677346,81.13767016199205,,3.1046074564224915,3.6381022374493184
5.137125949612055,61.133803956154246,5.086476010006402,1.9456363959643461,3.3114815180246953
2.8753925725477902,65.36082085106355,6.807180560122065,,0.6545673653116948
5.9471848612703635,77.32292708640622,6.0224873167653765,,3.48468132784389
3.1611515315323935,70.85967092822882,3.7084262952699634,0.6616036180054361,1.088990145481885
8.09986881003508,58.01128004882531,9.399206410170684,3.10864478482238,0.3234789833284242
3.4334934153275256,58.546820121042416,8.054713813330006,0.9159487412012468,2.62728922605684
4.355876967588649,70.90723940813999,7.799810976848969,2.10656905410079,2.6152186375373225
6.62703443473934,87.86414891377504,7.248105490449556,,0.37972803826247237
2.5382713671320896,94.89823234238943,4.926973646961343,2.3184435969131356,1.2754072357463295
27.274599346041292,54.20638311296914,6.274574290666845,3.508619601484777,3.9712578490221544
7.614285508564857,69.65519537797005,8.26267116217602,3.4709895603269225,2.7137066680349475
1.785033530877545,55.01227818614383,5.423169955326246,1.8043042872994386,
5.369267717064608,50.82962403162989,3.2023460256237795,0.06146500293889323,0.8516691424172227
27.598827942484235,83.08593413219782,6.659340988328611,1.7057752228572127,0.3151282840156573
6.563645743554621,80.12247209832938,6.787363668958692,2.4247741496965616,1.1076067589637506
2.526098578243836,58.15095569074431,7.2033451246220634,2.231059036392247,0.9955935407727678
2.3590867738314474,61.690641654653206,8.092777965271804,,0.9381764029922124
6.0438831312337955,51.18538768222592,7.956408718346813,0.6163029298923339,0.7710172875481582
5.5939693464663724,91.74736028472019,7.3881547078658825,2.5861403951229303,2.2990227626216173
5.5009857006917535,98.73452980242757,,0.7306064749750889,1.312413903367287
5.692896418993952,56.77297683973454,4.721545328780028,3.002095922786996,3.2813800601901217
3.6399505568430186,61.573760688264905,7.7568727217160856,1.35635045305072,0.735789671389536
5.464507394322007,93.4204761973467,7.939807545005413,,1.858508283474178
5.586144946597362,,5.14065657087964,0.19146239562442835,0.054631345704319934
3.571297163947264,70.98136914034052,4.745694086976416,1.6314401023636536,
8.731549022289514,52.53112361345371,5.8810868102865985,2.820138089053331,0.22335288350589755
5.947665841823575,,6.0076878362270625,0.9074820653259765,3.9108940474905745
,78.69749330345053,8.130129195253646,3.1811481791888903,3.1623685146016514
6.313107217267659,69.64475544465895,6.0781918244633575,2.523118932419728,1.9604459065458215
3.050636659545357,51.43262137888273,5.715477222578194,2.3502470885991933,0.34634943271740104
6.574169207484904,79.16261961562785,6.0825493949581615,1.4141954168173485,
7.317191158014808,50.565126829451124,8.677948501231317,1.9298058815244703,3.03505500280751
,89.36859790746365,,2.3893972039114124,
6.926752258488643,65.32164113516858,6.731123461964632,1.8898484556595618,2.2728333631499633
5.825561853872997,52.012900150461604,,,3.256843593531472
6.64412031998898,79.41761104915767,8.938090501489784,1.7347877324278382,
8.793585965307894,69.88422072165274,5.876242410095138,0.8090927269681214,3.2119680714686116
4.509223767994259,98.69002066785748,8.973262436410156,0.855735131204189,
,77.2099331251851,7.315744448382255,0.02321507537176437,3.750728408637881
3.2209711407489534,63.76195905185041,6.759370927036978,,1.6220846208141437
,85.47194323169873,10.751350746901423,2.9956705619140784,2.275076410091509
4.845796581171792,63.57460012713557,5.416540765302106,3.176650835350438,3.1626381041824434
5.682303949633288,95.21216457037826,6.469471360649491,0.8098701683830001,2.7885592557831327
5.553381598660038,68.73609852536882,5.151353141254,3.836175987485631,3.982080913057515
6.654366498072047,77.49342813881026,,2.009611173920507,0.05471060441857656
5.026003783755814,52.52865519121144,9.533783400477517,3.6679149960740105,1.4205328612631627
,71.30606189761154,9.504884172106959,2.8270611274465245,1.1241117050808098
4.470686333524088,91.61817698304975,8.835923129719006,2.8897336920896524,1.0492634006621384
10.440338333179238,90.2824402681671,6.703569298306052,0.3401744852242845,0.8901191299955431
6.251334695530012,,6.45213853376523,0.8799645075877227,2.8364953632609162
3.285684887167435,,4.493245341258902,0.03525933317789054,0.3390378931012874
2.8582150038777754,90.86526561066184,10.053810302772689,2.86451056190695,2.9664353357733533
5.96494483048637,96.51992100846627,,1.37775315371404,2.7737033680650938
4.553074429348298,54.768046063650175,6.262064642695775,3.146610064305387,1.0032165300035856
6.428000988184184,72.50293197131126,8.992085333480452,1.355744879748105,1.011335132660645
5.94647524914709,66.87271394821144,5.540853224859998,3.2773350091954443,2.5154423413780087
4.854342174686255,93.53442277287198,7.609933051334011,0.522793014993252,3.0486844219347113
3.30641256386319,54.176245734000936,6.741056298563748,0.6934926270300328,3.505942452349462
1.9703055506282707,60.55629712790187,7.958015709820451,1.363506158335746,3.408558255417903
4.106970095865957,87.62341687932471,6.904639691220818,1.6339495555290933,3.8595319766554126
,,4.823608163333164,1.3948112433719135,2.3255395813460447
5.4281874882604075,,7.113364559005057,,3.6346222453614385
2.508522442576024,72.105351733986,8.573296212813043,0.3878055705068588,3.234053093041643
5.346361851702364,66.72005894943743,,1.4048680785539522,3.5786704972560544
5.770634759457674,69.72861576594619,8.16267268238363,3.3489599980618374,0.046506405141466534
,76.49702934651165,5.43170577148892,0.26718830904868796,3.863611967463244
5.307450211891056,58.06836791941916,6.960608810095222,3.7693740306854298,1.8941206513859132
5.116417436892,78.59979391417964,6.063234317367134,3.9452673690880515,
2.714059404338754,90.27161646499931,8.120471260157064,0.35427269530032035,0.5088164773511235
5.715574720696567,88.00804648950796,7.047237343392994,1.1650900890229479,1.5837643832558963
6.121569052736469,57.69499523468868,8.035110514504918,1.4896026641414246,1.0858426520839637
7.166102486350554,57.462473487073694,8.631565639236799,,1.166635082003748
7.1076041040698055,63.40871838724567,8.037427862682083,2.3837072484669353,
2.244661264085818,68.05373631705186,7.409677651440466,2.5774628019702694,3.223055330172028
,70.42277907042413,5.502681612232892,3.030039291274024,
6.0300705344173195,,6.995820833999648,0.4719159977481029,1.25002182794081
6.027571901824418,52.83402160829177,6.2003643969762505,,0.6976421728656601
6.030095372612096,,6.48390406494366,2.822479216720576,2.356155762433362
12.705462981309442,69.59552814719545,6.438198773874624,2.309366900785481,1.0170096104581754
6.141781021386334,84.85818460689902,5.530111637826633,3.5589413391322267,1.0359938181123987
7.271131280361198,59.67176714782413,4.063992116299016,,1.9533525759812749
6.908003526986405,82.0752240628126,5.99778542750835,0.8067998505241016,2.610756157363703
6.302782502611596,62.991406897014976,7.290069177886239,1.718981524302667,0.4852188182606545
4.369461510719309,94.30430544067582,4.977734431858765,1.9761714677429332,0.7020458098619846
6.517938440986535,94.78449721333082,7.023523354707437,0.22087050700162258,0.9886989783780704
3.4543495709248564,,9.850402636466447,3.818550053440223,3.894992856471842
4.526362786519982,,8.534584832878359,0.5143090431875139,1.5886099997716814
4.029272904341793,70.56519860331156,9.465312263680794,2.7898450689069074,2.395960362524106
5.163748278772645,62.026579259007434,7.58669181539909,2.0249241443635206,0.9661712508639115
9.629317133347017,83.61919216458517,8.751264734479669,0.10252899953769035,1.9618381006299517
1.2654696148165039,,5.914052904298319,3.6989899034574467,0.2964766975438322
6.372520380749027,83.65460654556085,6.033489599467024,3.407347235275733,0.13896858368930776
1.7745682576206967,91.21752236246748,2.8912896907937906,2.097031711615342,1.8749341072858408
4.056136268421133,,8.779218211063448,0.915769344557781,
,57.815848535443045,9.310485969729829,0.48649156272037697,0.5475212787673107
5.128560038190925,86.89754736987962,6.170234131979095,1.4535699177285064,2.750405715682935
2.8445104441413878,68.0237252570777,6.619072440404147,1.021713124184362,3.9716139635970578
3.5693925814800638,83.56354126145663,5.8692068294635575,2.026764804025195,
6.359195497869352,63.53219709908828,7.573980327216237,,2.498234543669578
3.5392667365657267,54.06148174033363,8.687398817954861,2.2998139729185656,3.8519037694579428
5.43291717916395,99.62908977438818,4.3858420391784385,3.5597242235603916,3.326139889787501
5.091143679807628,57.81007539652997,7.614157795963378,2.603515349983109,1.854208893210743
,99.42104969817404,6.584992342421282,1.9009861063488018,2.9499579378396774
9.28788817865065,98.86399662832235,7.170091587950034,3.418430250933485,0.5125401610020961
6.267838044636022,89.69090519540198,7.688491002511436,1.88547244069199,
0.9497148266847857,82.97114810409988,6.717696341840768,3.474512682041444,1.1162411087197461
5.3729086295388555,78.89035251255423,,1.1663070783030611,0.6446547515846444
3.676427070463224,93.30507726889174,6.6791872486680415,0.5152522950519525,1.7051236250181394
6.704866669592448,64.4719760809744,8.455474302682422,3.4212578574517534,0.5240582177344577
3.4149585231345987,73.38406062424386,7.628139940191245,2.349660655170667,2.7959404326979422
4.770527117066202,80.9694984683251,7.330875306606041,3.5563695929958405,1.824960176213342
6.0099745579609145,70.55952379347455,5.0935724183615765,,2.1245785302586553
6.731510388340243,71.3743227045134,6.432130385180269,0.2145135614857967,0.585503754672628
12.997035929442237,66.51423337510423,8.348003740508762,2.0038772074354734,0.5590866443739779
4.330997528318103,78.2115908342268,7.056544859685884,1.499858196298117,2.3336617410404963
,92.5287264007558,7.989297204383708,2.5034335882804686,3.940038991317785
3.693341534852576,60.076418900315645,9.64976770049145,3.174364788809294,0.38500233295090247
8.530908480562193,96.72165193767208,8.557909103813225,1.1223608638974758,1.142925714263125
5.809963421921911,84.45438268741148,7.139737506549613,2.2271935374926866,3.47783646615155
2.4782320913299096,,6.23351624470641,2.8349143196195983,0.28908804902094776
6.835723894109552,77.80953463150058,3.1696756059161526,0.5377243313429361,3.5035428854678052
9.244312394025266,88.97583507120316,6.747422616290721,3.2562676238050674,
7.064930521102294,50.81001986697336,6.510981256274726,,1.6330670957057034
1.9612600680919732,,7.585549291593064,3.798149748454607,1.2387222574058234
4.031531854267497,52.006942954268325,6.769142159537969,1.358115676522773,1.1884686325113676
7.533822298373245,94.49566881814312,6.5194224108448084,0.4325837693487946,1.223210329797915
17.923305343812192,99.59813736193217,4.330901604239169,2.0260048041477012,3.539212323840783
5.887638856292456,,5.5900482562749,0.3432430868377554,2.895180920699142
6.5492681068586736,60.51592781428968,7.714976561200836,3.878106093296027,2.6788920313246023
3.1461390568438343,88.26816819290204,9.573861446699041,0.15473983302876615,3.194996595808003
4.8809492878764,62.651317046012664,6.853711924381565,3.014015604429232,1.02845865201658
-1.4825346801381452,93.27811915861017,7.491716610361185,2.100409592568976,2.472171248327023
2.9512247173314203,55.142129607873834,8.428717235429207,1.4744826099931547,1.8402649558318038
4.494863697213679,56.29775981896791,5.783659095699625,0.2633686580346186,3.1297665408007735
2.504433636070301,98.95757775503077,7.550221064928163,2.488667696694431,1.237024441893142
8.26482260786327,,5.889264840501762,2.340881317563821,2.572714467479583
2.1397172440787346,92.34436122144764,8.297236657736518,1.123533092270399,
4.119911026606032,66.2164688675759,7.227104571927599,3.6408868056412484,1.6086019047797149
5.2614811545721825,83.82418747603022,7.44767772097216,,0.2664883494698458
,79.71209136542986,5.826102103872117,1.7989016423684245,2.064203289367171
2.1282756976411212,80.15750600614734,8.060548539416178,2.1750498236746227,
,,10.127069381846525,0.4009275127051444,2.6889015221887
5.020466122039174,78.76795865645494,5.488132456857691,3.7286468768545293,
3.036982697904098,71.4531184651333,6.490361488528714,,1.942433271987388
5.924206948526542,63.79613471902734,7.347411211252138,,1.8647609206221354
5.39811939114694,,8.179609317993725,,
,61.313621500159314,6.160680572065797,2.400810188370323,0.41399001437427074
5.139604169980037,84.61771530772072,2.7504545647858905,2.0546106872853183,
4.22937280627648,,9.038784241246038,2.778167896149096,3.675917302001594
5.227034690502496,81.2665084977227,8.140759179376214,0.22193576827164252,2.679770453455065
31.621306745210465,87.35391335645144,4.385578704270003,,0.053776175933665016
,60.93569444532696,6.088646812330666,3.276922307360409,0.8185018902360794
2.524369002346302,52.997165043065415,9.352273644290989,0.3195747511654434,2.731349064115596
9.266066749312532,56.548687149708705,9.171694627686799,3.4219438187838302,3.057596810250297
1.0958244009549962,80.29984836355128,,0.367584368308425,3.3594382906961675
4.6964298099288335,92.47232031128678,6.735831349060206,3.337816859566785,1.1687072135281795
6.176634412969153,,7.124481128218765,1.4431536043149067,3.7241143851102505
5.561983735470065,86.70756295208231,,,2.2117875743115696
3.7546009603588124,67.0659322975026,8.692359674903257,,2.7861560895515716
4.5837554992854495,73.92641849597612,5.686236390257335,0.2646748869007234,2.386955451119632
4.013998130682334,96.44297749227829,5.791300517673693,0.8637528160805403,0.49096021869848183
3.821270486111577,66.59857523679227,8.515411880254023,0.5114152716347822,3.8524586375395193
6.699204194042049,73.2668466969743,6.933457816732657,1.2496235907185271,0.4915023195766106
,50.68412073803405,,2.0575329860440807,1.0195278256447344
,54.079936000241915,5.992731689529181,2.355037854260038,3.2545115208919206
6.799199750866501,,6.917832459491763,3.1594724295189716,2.4743878460044058
5.614599041753219,,5.616380522734071,2.6249595729934345,3.352596661505428
,81.56876630241254,,2.435033300518212,2.0629447534961796
6.259257683847224,71.31991784008113,4.782179594501802,1.6471281099430986,
3.3420099781558554,77.4072601364011,,1.8952337398405548,3.6873819981911398
3.879637919606061,58.732359294816476,4.845619202607823,1.6580833175607244,0.1450092700591794
6.494587210246523,64.79660147183081,8.040884849786888,3.3686641202455325,3.4245208814121835
6.22074053086693,83.19122374263625,8.074884009639478,0.9200018101935994,0.9232711407511265
4.958196812071704,98.26513618151999,4.404605904273483,,3.394945311015871
5.234654766617564,52.52083868011046,9.000828618250859,2.605279588904957,0.5567864536675424
,94.5192160427633,10.74612268962978,0.8098487345553256,2.320875854762162
3.8168572223283403,78.84406006556043,7.069009580104511,3.5604605452392373,3.552431676045888
6.094194762340075,78.19597833778118,6.038328609663033,,1.894158587595562
4.595614695132212,75.01392676038802,11.236495886504569,0.30690948771282356,2.9862666952135717
4.56463759354556,53.46970429520917,5.021547252546234,0.4255536216563094,3.2186864714222336
7.19755370397438,54.493842586808036,7.030159700303647,1.9806863689866652,2.9459768348671167
6.6508326979760595,80.0456002829543,7.269433408947885,,3.701318947498393
6.627019272001277,67.04792857177792,9.017721430678622,1.099633349928963,1.7873369220797146
7.610957614308658,95.86340332888403,7.5396084626901825,2.8671908667974826,0.6925017566606231
5.042007683265518,70.32952686797361,6.252049156317323,2.379664083675486,0.19124425480991913
6.363905942589928,57.164072935132054,5.5732234444180655,1.2992964389942188,0.9858394785500204
4.379466486813088,85.7359416751018,6.487267269630797,0.10148595216926237,0.5727900155209684
5.648332704976884,64.6676710720505,5.489608958582284,3.0006011251940707,2.231794965737922
4.739713891264631,76.27351536779466,7.0717379796770246,0.8590146633003308,0.739781348846928
5.193991929985437,84.8916392752585,6.15370573020927,3.3378949738505135,0.1557348291574847
6.190314050873827,95.01320556010353,4.758943310065375,1.6811610402170207,0.14395931547467145
3.3635586335330547,89.6095597400838,8.882718682562356,2.3083097705270617,
9.184774551370921,83.8180533936362,6.2534912148564405,3.4917949216360076,2.3657997257720993
,83.98165911975718,5.097794792537031,3.4544920036798135,1.4323412075735127
2.5716227744245357,97.29623220160433,6.747611298268688,1.486078300974293,3.5769121709609877
7.316221747000135,64.7912048748268,7.102557348951488,,0.2807864456308544
6.583325387925871,50.05560470980937,4.380299911631449,3.1005843109143787,3.9212882909113036
6.24823963410431,63.59772796990993,7.497471500688644,1.7323208144085247,2.465167161017844
6.25669101852856,60.8945689813372,5.429263646964603,0.7681679742360163,0.7338570158753939
4.975506454306171,83.0917292556999,9.566543213786181,,2.716276395907874
3.2054912570283367,81.68557998827646,7.785940768115102,0.7924167769643495,
,79.67306913523619,6.400150014836025,0.10322867276492431,1.717371133483098
3.6456765769757764,50.812172160472684,5.882248344523974,0.08111989506967987,3.4465304249821895
6.9502394668355025,86.43890272253238,6.842548438654564,2.489261425817057,0.6029296291858812
4.705885236995723,66.17652062427457,7.919186112374934,2.6467002428701214,1.1153503343104334
3.349005606414977,83.25279945033157,,1.2441668202279357,0.3739694463359591
4.357228316694013,77.82892142510767,6.674261789294715,1.2800439569882536,0.8435113624294086
5.825862908551248,67.13654627139536,7.087555436226843,1.357975660239771,0.9549152476445801
3.8725508943920506,56.72881335520539,6.094211603144568,2.7206341870355146,3.6705327636868406
3.3555592088671373,54.720944883024046,6.485191109735443,0.23253516410731434,0.3124387550046248
,91.57591665561118,3.8713113416424942,3.7164654107653026,1.7096604807508378
,95.9198771040779,8.460589346278551,0.8900841767097858,2.129594748907652
3.9861136492577405,82.48940233821497,7.448196670482643,3.998692820968369,3.594772215208643
4.057923388763355,55.17170574302417,5.839816233949855,0.6860907751487479,3.990784874644854
,70.10136084441203,9.848102472032858,3.08618582924951,3.0135524596793433
2.1038313170053518,86.44696000525786,7.13052472058858,0.8936501797185001,3.883163962276118
,88.99104420050341,,0.3233872065730159,3.148404530143495
3.563111557495128,55.91093111455443,8.285106132205687,3.4997332974025954,
4.573105696576306,50.00153594226912,7.597072324763894,3.4350050367635676,2.8290829037778207
5.621815131196009,85.60685229403025,7.591869978226329,1.6142815697984054,
7.950712433899104,67.82980879931029,6.361366593022614,2.8095845701617073,1.607680747970706
6.7153192464040385,62.72406658091301,7.675743585667052,,2.5863891352098816
4.680122940073145,50.644873489476275,6.6073625646683585,3.411824454694995,1.402874037817004
4.961967584194622,77.01497033807499,7.833912177468763,1.2602238772746177,1.0935356724551144
2.9949412707243823,92.55753677129908,4.142583318984042,,2.309597068532364
4.96297372801522,97.8815823136294,6.349189805531216,1.9414894848182018,3.7340075068097396
4.422682722159723,78.28724753066446,9.583232646712293,1.415623305027435,0.13992749406461424
5.645437120676179,75.7230663869947,5.84939881689955,3.565820258225489,3.076924814165751
3.345538112895354,,6.09424255376022,0.6635116986501419,2.8909091121785084
30.193465142411725,77.44364007712998,6.3280579923250375,0.5980345580827846,3.8558137015531484
8.065477826005155,68.99895394826973,5.177790796167035,2.3076381412910054,3.722844889330174
4.782479703086285,80.35676404417885,3.6875788356576216,2.629976919939768,3.0489302481767715
5.8034234441978825,69.43631739382734,6.654120402214581,0.7784770172982607,
6.380287983422225,62.01495617251834,7.203789136122485,1.5628697690184965,0.8170702129340794
