cpu_usage,ram_usage,battery,temperature,device_type,status
46.552921506558086,11.364466398217118,63.3409735404345,,office,overheat
69.10298786484265,5.71334577941802,74.75343271879065,57.98932660900564,gaming,
35.480301429280935,10.102222776299346,36.21455950046971,75.42778088052691,student,overheat
10.346633054919096,2.884294067668673,79.31071592587566,69.24173719513405,gaming,normal
29.88793985952428,11.144952807051123,13.866127446214026,,,overheat
16.32088764692049,23.364174258004148,38.53524684361217,73.40387205541661,gaming,overheat
23.282414461674794,22.188853141226797,53.60877075571706,59.26688054229766,office,
54.44174127245024,30.990191557134978,84.99112283977156,32.66679568068619,office,lagging
35.491121674008,26.65444235354351,74.48354093715785,,student,
,6.492322454365581,77.29195282087224,60.34151045768547,gaming,
,21.004571602794602,54.90067362252991,72.77388385907555,office,lagging
77.00376305434806,11.496707999816646,51.15172384561679,56.968747777937416,gaming,overheat
79.03317564120034,22.546561624860008,6.089757718197298,32.43389811717345,student,
52.65863390409981,21.10102294927626,94.85043928750613,49.7881322055169,office,normal
,19.507550343670108,5.664093294391792,70.52212407765226,office,overheat
99.53648806085965,1.0946884701025539,1.7779563383803376,70.52435455125071,student,normal
10.662336988183263,6.714135056786059,,66.97815117379066,,normal
41.494128416141194,7.381155230390721,61.87056739892307,68.96554167905423,office,
15.462013314913092,,78.87913303438718,63.728163413121884,office,normal
50.707951647764524,0.6275031861531346,59.36026231722352,48.794784561068184,office,normal
80.68766138390322,,41.69880172442018,44.122263189580025,student,overheat
47.47625627696503,14.297668907608085,43.472784862602985,52.0460392425191,student,lagging
43.414180022017135,20.9359264404155,31.426819117148685,63.442942064896435,student,normal
33.17034837206398,21.28890866479052,33.58769873401509,48.671398840116424,gaming,normal
7.674838391545857,1.060138079045096,53.32305676381597,70.14317954019265,,normal
72.42254349493092,9.031967729511088,18.583638582706918,74.53948797120718,office,lagging
75.13537114521935,,28.63598077588336,61.780999821897964,,overheat
61.503941021064094,16.83863790161323,24.72443608595719,67.862993441322,gaming,normal
90.21794108998103,,,77.16008530688205,gaming,overheat
,23.06989292820217,28.50337484707145,73.72979167026153,student,
20.06592579192613,,,65.77100097907868,gaming,lagging
84.82326855328478,1.0329092974661656,84.13062350375576,69.84313242748523,student,normal
66.11169931447535,13.887519920193359,9.433399225412554,56.5504260343036,gaming,
51.64365326761173,21.55184166124172,27.92366545683325,56.31370041334146,,lagging
77.25805203249594,9.758145070694344,93.68944959970653,57.58286149991693,gaming,overheat
77.64230913190517,,95.14105291987835,52.84630435064429,office,lagging
55.48639958101985,0.22488223612888802,38.42727915774141,58.61119872882168,student,lagging
68.95316034079329,9.563635306724535,,67.88180860433268,gaming,normal
24.91373421605315,17.078356192864614,90.83392184696315,59.96992359358002,student,normal
70.33648527757299,7.61973490053294,,51.711416593779134,gaming,lagging
39.946040786234036,22.63460767199283,29.638037096800353,67.81347509134943,student,overheat
61.790889936946634,9.252574236533171,42.74029645396765,69.02440819177875,office,overheat
60.07861219753221,2.7043168862151212,41.44285147313681,42.285324344994876,student,overheat
,23.360017692378534,98.84300279931124,64.49407176924946,gaming,overheat
70.30933274614391,23.771612409808245,57.18545727972673,70.22058920614329,office,
7.688890351604516,18.958629192732797,9.664865139020717,,student,normal
21.18578784859839,2.1200265380246464,48.13321781230001,66.87986491534312,office,
29.84511751937855,,10.962602567018253,64.8688921162753,,lagging
96.60705368968459,2.6877045250772937,14.263704705875913,62.0146858256597,gaming,normal
65.76156440907441,5.843647594024805,66.3552241411282,150.0,gaming,overheat
17.408102283484006,4.46494559976156,90.58099729833091,,,overheat
,24.120594959731577,60.78271523858956,74.7639956653714,student,normal
84.10629014175967,,87.78786554487874,75.50013245468267,office,normal
90.00573351979894,3.6484214237327066,56.554223635452914,53.225572661467865,student,
20.796988171451257,6.255896713637945,43.93375236389348,43.18719150824884,,
94.75546038682981,22.651544457416065,32.43260049675316,71.82489531002753,student,lagging
,26.04979190005454,,58.69519800148083,student,lagging
15.377469359810714,10.373519788958696,90.98350933930085,55.41258542751322,gaming,normal
63.07662232896345,26.661246391303592,59.200504817593135,68.66804021078825,gaming,normal
3.6569392659698385,,,,student,normal
79.58859003574855,23.593372950784993,27.23577448033311,44.08751655964952,student,overheat
,23.070733871269354,,53.89836793973411,gaming,
8.649102197078118,26.901181046013804,,43.739696929789325,student,normal
81.89784868020456,22.499118145366122,,66.0881567813011,,normal
96.32698446441226,,13.393918273544125,55.87901689185601,,overheat
76.10199970459534,13.111817120927832,,68.22483077587869,,overheat
,,8.788199027235121,,office,lagging
93.68860331794853,4.31684198760048,24.04349076582786,,student,lagging
41.38407275582775,7.871142418472061,6.0007164121997025,150.0,,normal
31.88977829088504,27.6942420331841,94.80913579631421,64.60531018947609,office,
70.72829039626063,12.710166017350716,82.78501019497209,67.50577979082873,office,lagging
,,53.22790738672164,,gaming,overheat
68.50205501214937,30.492692614957182,45.24581572070024,52.331804362182496,office,normal
,0.4991649486006011,22.678026870127933,49.172870620982295,gaming,overheat
71.50056348578754,9.303084806098592,59.72802979881414,66.21552298052912,student,normal
22.200462314754844,,51.68091848712562,48.29173790556422,student,lagging
8.320396459997825,22.201744140503084,,54.47586223192778,student,lagging
50.04001665597625,5.781317831657844,,,office,
94.01026025187382,11.135024812859157,65.21422867222057,55.309264890486745,,normal
73.44702588756019,,,56.460620340701716,office,normal
16.447437009756783,25.474234419991028,,84.34534250460278,gaming,lagging
,,,51.08961391842644,office,overheat
58.305964699666234,,67.78734530297031,52.4540017684883,student,
58.32894296141801,5.790793824470715,70.71067667437887,59.74946693819955,student,overheat
67.43646762786058,11.140368394649002,,65.73802246950319,student,normal
24.234657369654943,25.924185366468333,,45.72756808003612,office,overheat
44.91230991380634,15.00319078092635,11.005857566641119,59.38650306957451,,overheat
69.90326258608323,14.088814297724667,65.90973667413876,53.47138235532878,office,
,29.005178339872824,8.550937490524024,63.71797264968211,office,lagging
18.728599604706986,17.759900586642186,,57.73881152721635,student,normal
,30.93338050474791,,59.55422027874818,student,normal
25.049117958732914,27.05865968006223,37.35005018936208,59.1233647720245,,lagging
91.94968204029729,28.266129225622315,34.404122563589354,74.18687090814372,office,normal
,8.651364566601899,14.036541269675196,73.26656636305538,office,overheat
39.970980700697126,27.537574470703703,91.04724377480632,61.682874093102555,office,normal
81.74702189335231,22.09509935229819,9.319625859150127,150.0,gaming,normal
3.840426016681553,,24.412498295657624,56.43887828492763,,normal
66.81166060285835,24.907628293157455,,70.73749632339123,gaming,normal
1.4042530782964135,8.421447286577983,76.4913981391223,56.489314816511964,gaming,normal
,0.15449360327863104,,55.022064936077676,office,lagging
11.419799295601985,16.04269995000672,67.604558998308,58.30732524183852,,
,,52.052425521677705,72.27470076491203,gaming,overheat
60.86250249089369,26.892319052605373,72.60271915215164,64.40823387517766,student,
84.72562784541272,,59.57031973845082,57.228630302386684,student,lagging
43.63721251332012,4.7962332824713165,52.65663543755078,,gaming,normal
46.53861200367132,5.936884399893636,15.50223171563273,56.60439968577302,student,normal
83.63175732988225,22.26688146991792,66.25763103581765,54.674900498996635,student,
50.96461556624984,,29.714761814963808,60.051191523881414,office,normal
46.06673909539456,,69.6345428540011,69.38573685830755,,overheat
29.36366812621213,10.657172627830214,80.12602758411568,,gaming,normal
36.242166711449066,22.495121985207785,,57.36044576848583,office,lagging
32.789635719442366,30.526748812991958,76.00959165672683,64.50462991382246,gaming,overheat
56.88425879152372,21.253961585763633,83.17961972417922,49.77724031968298,office,overheat
78.19699912976125,21.774365118164244,54.924479693636485,42.242772006572096,office,normal
,0.973164869814628,,61.1819673434048,office,lagging
67.86528678145932,23.097478928856127,87.4957310794813,,student,
92.85196461417922,,72.87835979623979,70.45019180039694,,
,25.93630631310447,50.74676192728089,62.30162244339517,office,
92.47796355455957,15.377018000933152,,70.94772923346387,office,normal
,4.646401660042599,77.63244494516113,59.092842028600366,gaming,normal
39.38187114217395,22.236385924141043,97.39995818336023,66.84614267456921,gaming,normal
58.348301107874654,28.771935195534475,80.40873360028026,48.345420069272535,office,normal
46.18645485267226,11.580731005247351,89.05231781731264,70.84500685336941,office,
67.93513318291,4.549830231529171,0.8784413781978251,73.04093256350255,,normal
98.7415782335672,27.26306433160762,24.370459172723578,56.42070001442739,office,lagging
15.354461964236844,1.6914002698713766,9.329859301002797,,gaming,overheat
33.31955602651395,,,56.73258762645265,office,normal
95.31252295056865,10.405369430044278,74.46143408214681,73.2842093162468,gaming,
,5.465905945851979,56.67700622633708,45.161552801390606,office,overheat
41.70790836149665,4.069468065058405,94.15445959114128,,student,lagging
,14.563091610876015,8.736666021468519,54.63612875425427,office,overheat
,16.53454787035686,47.32074132616223,66.99563245332412,student,lagging
11.952024818869656,16.860849467768578,13.377563420368165,,,overheat
,16.780852613879095,44.02701892743852,56.86877950064101,student,
98.95090012706527,19.45617023800517,8.251323313862635,,office,
8.93868021046419,,25.189650049562186,67.34965935434245,student,overheat
,1.0826753605208133,37.960352038956245,61.77850599348902,gaming,lagging
89.11309819357298,10.138204645336856,75.29085046557337,62.7096518606389,gaming,lagging
,,25.30527042293175,43.39972719738159,gaming,normal
2.3803481188196973,0.18378058885428317,80.30299790796683,66.49739501359532,gaming,overheat
41.939791317396526,24.54213016488643,32.37285430736091,94.55754753776199,,
8.379843020325561,21.872590624376464,90.73255548684381,70.23526120541413,student,overheat
59.104568008753155,14.727133218275352,66.71759238876672,52.46686311106453,student,normal
46.7603051262744,10.131308000289742,30.549609863897686,53.77588052375035,gaming,
35.63730836826636,27.22809872805621,14.339236877583328,79.97831760800302,office,overheat
84.92095740634524,8.48264484369335,39.91085496654695,66.48298106575265,student,normal
91.03545658597467,12.057583716669964,80.60515598159445,65.9560523601417,,lagging
49.535882563257786,,10.150213289052934,52.90005048957534,office,lagging
44.7545039919667,10.566547100754683,21.364798468298584,66.29213094920536,office,lagging
,13.06083038312648,62.15890400577546,,,overheat
87.85142438132031,30.01938214997439,17.400404691594694,43.26427162354961,office,overheat
84.66735295096058,11.758134449020925,38.64845283349185,,student,overheat
,,,66.85372224810698,office,lagging
53.18311145987473,10.316407774412742,32.02473272933406,,student,overheat
,8.622575735761433,5.417042514962644,54.47960505097614,office,lagging
,19.713401766881987,69.05252752140846,60.489840342955205,office,
30.605773614434405,26.893907298044912,87.44127045032542,58.51664778968554,gaming,lagging
,21.05490187465128,23.24158467775581,58.119086821757726,gaming,lagging
40.323800565988364,3.4801163501807686,97.86862824311784,65.4574707718174,office,overheat
51.83810506579752,26.002647475100904,8.816404690291124,64.55133276815955,,lagging
10.39296511878981,5.428588458354547,,45.58675894877414,office,
33.45390845653107,1.8424198818234956,75.16215942118616,46.98694723250661,office,
42.24315755877841,11.658433995649396,38.4317690129087,,gaming,overheat
,6.889239436074927,25.519936592059967,46.572269254671866,office,lagging
97.70954418015219,21.50489820358515,,54.263074305652225,student,
,21.958135906487673,24.762774551503963,,gaming,
41.1640239775103,22.071865633781123,67.75622140031925,59.15965468140444,office,overheat
78.56708906712502,16.269694459061228,9.390226283967484,60.81153976867077,gaming,
61.42621079689186,24.566482816344077,67.18768644074858,78.46462708776919,student,overheat
,,51.92195185019087,69.59212113274876,student,overheat
,22.21807289000864,54.15869030008238,50.334321187174325,office,overheat
35.613155269215056,13.623689921670806,4.84476764996864,53.977186711852845,office,normal
70.03137899342184,,9.454169564393244,50.43289347915739,gaming,lagging
63.973504427331704,15.814518485662056,88.96970512760197,48.09611378670583,student,lagging
6.573737643223144,13.088801629124188,37.92436642052917,72.51667969980691,gaming,lagging
66.47478417540339,8.2522672829202,33.57075416647023,43.75185906320601,gaming,lagging
5.098839652526332,1.1314937290318312,,58.821059697776924,,overheat
22.973762378328278,20.20072976765575,58.475278969752374,62.210950181079646,office,overheat
11.032832173543483,,79.65165952621722,69.42703230573261,student,lagging
23.179073851141762,14.571870812590742,,150.0,student,lagging
95.07773282831224,15.291017064750957,,,gaming,normal
86.06919003587105,22.1066812899602,47.55145708300025,55.034485004708436,,overheat
29.283619737243793,14.16224638649621,70.68690052835815,150.0,student,overheat
95.34780397381189,19.410481374857678,86.46221795826791,76.7353469698888,student,lagging
12.134416008913117,22.503854927123935,59.865368207846146,45.909594228528135,,lagging
18.05382575241776,27.711872367925597,29.502055668980486,44.97645792667536,gaming,lagging
,24.656687810673425,12.815484146713086,65.24679290931137,,lagging
5.476630674314276,,,50.83265515003143,,overheat
,23.89046752971765,62.190207309756914,,office,lagging
56.99300757473659,5.871158948903851,77.88458298593508,68.05229253326792,office,normal
77.867564572523,17.975327838361007,53.25637591349539,60.097102743110476,gaming,lagging
76.49776773798145,24.911804694819608,94.74054963612554,48.96822867245524,gaming,lagging
99.93692875381323,11.578097086216744,99.87127797759872,43.99674540041783,gaming,
52.89830146547179,4.598833256343717,96.82844362951263,,,
83.1636548664091,25.603679733432926,33.09283201618614,,office,overheat
72.32611354208835,5.684908970973709,3.145408215908918,75.40780905215469,,overheat
,16.67989852808689,98.13103255611732,39.10829260727148,,normal
29.333070260377582,6.267515660671137,2.876519744152306,,student,lagging
56.629210251815884,,,59.56671096586034,gaming,overheat
80.83008514771932,,20.243621577103543,62.9183848283799,student,normal
54.52223139415076,21.062657753030344,77.29782352962206,62.556690336173816,gaming,normal
85.5056256434522,15.006442342085393,60.65776411199022,53.175876750314764,student,lagging
50.40848010136093,26.96072391541678,93.23877251496494,,office,normal
25.182935230097147,17.796115205936406,36.140196581607384,59.15680531848112,office,overheat
11.150083577660997,10.040431171710207,3.392875493151204,,,overheat
25.77210814870431,15.06049449838111,62.23171124493694,62.79132699505879,,lagging
61.802022572185756,21.36998003246592,,67.30920895659432,gaming,normal
46.04003153274,17.059155775385882,52.93417440413438,63.60979001591713,office,overheat
74.05573683011093,0.5846248281615338,72.12667456701402,48.35857246071687,student,normal
37.69100753669679,12.48061223155785,49.06305204794514,55.82317697950705,,normal
77.03637590907178,21.061598021042794,36.9479375832757,68.21274781804584,student,lagging
32.09618927327591,9.329748779633004,43.940624518241634,69.81321657366139,,
97.64002710531531,6.487311750948894,89.7622685258726,59.421966044303076,gaming,normal
29.876973351338542,14.459952565830797,80.51163702640284,63.83092737676083,office,lagging
86.38119908575449,25.667133455682777,10.063058300701154,,gaming,normal
42.981240542387276,,18.30621174823398,60.23842027248122,student,lagging
24.49402939337385,1.8700671171713665,22.185462584724082,,office,overheat
95.78669016454008,9.98438080328571,39.62460480065945,49.63386960141419,gaming,normal
39.16599471992238,17.762188229509505,,63.12972512147379,gaming,overheat
,,71.73825613763971,45.80382891529187,,lagging
16.59492465083282,15.4116569720034,38.23503884017324,65.9654199627356,gaming,
96.41809567209549,,48.19482193785895,54.7087260346798,student,overheat
13.865012495834428,16.56752374517975,56.617853904719794,53.80431333535116,office,overheat
,23.70791039871516,78.89623611038165,54.53675716695561,office,lagging
1.4755308159439928,30.89051934356771,32.44975622791617,59.81150271838983,office,
31.687232762034224,19.532065491344316,38.38617084843376,56.86384050695539,student,overheat
47.600534968925466,10.574965097664844,40.563726037992986,,student,lagging
71.66874517066734,6.345542796796636,68.50533461550987,64.56142466541965,gaming,
69.79027348254522,23.652988817102134,17.541129811024614,,office,overheat
27.70715239504682,9.391892725811601,23.687851387426573,57.92687682316486,student,overheat
7.483468457792308,25.21299973126263,79.86107596928164,64.2053200409548,,lagging
9.716521270663792,14.993424371869857,85.98075675590874,47.845495378087875,student,lagging
,13.057771362508024,91.67356966232613,71.29732551088021,gaming,normal
76.4529532638339,27.889211067361053,54.585716188550336,70.4629819293549,office,overheat
13.566154879254643,15.979684937390275,31.810531606764737,58.1176814331168,,normal
81.4532036251011,12.786803851441856,86.6175011473357,58.36885303322943,office,normal
27.69859370698503,4.012399881141789,24.2524659994952,63.16138387176534,office,
17.55902152403477,,39.34059227744848,56.15373386989621,gaming,
,7.2939664200286245,,150.0,gaming,lagging
73.78058424262892,31.827971473455936,76.14299450072795,53.84821676244054,office,overheat
,,72.45714220800508,,student,overheat
52.11209713704573,10.844724955645766,65.812558575633,150.0,gaming,lagging
28.996662309025766,29.553904662628835,85.82896007913689,50.761900284126455,gaming,lagging
42.42363418663041,28.5678947751105,55.052285974022965,68.32251559750968,,
95.48718676071066,5.562794651124648,15.855525261125713,68.23144705260674,gaming,
80.15299907634011,,29.642240451597214,52.48006224651316,office,lagging
38.230134682754525,31.55054042575425,52.14861438062089,60.89628687364257,student,overheat
69.60385078730587,18.390724117841405,38.23484675707513,67.71654576849792,,normal
42.562689914600526,19.08902095791917,9.384901713023586,65.2839473239994,gaming,
77.91414151043323,14.03240827740791,19.366339337945547,,,normal
28.56874913751274,20.14396054776736,55.567788309067176,63.273418946300886,gaming,normal
,2.291421090833616,31.981703828940855,55.71870311724894,student,
,5.99141032732873,60.78414277291271,150.0,,lagging
15.429501475117712,27.99622090005164,,63.994635297096394,gaming,
,23.869729394274415,,62.44442537867699,office,overheat
66.65151758421335,11.759435650576709,53.7068529445903,,gaming,lagging
98.62908130169593,24.54198363650647,74.43522921392703,64.15113340244581,gaming,lagging
72.20312947972062,6.705809454321585,71.3860555060225,150.0,gaming,normal
62.39770064425033,,10.15160485456903,54.8425774743866,,overheat
58.74975089797344,25.045585346483,19.801361951831165,,office,lagging
65.12852088466951,9.337322610088378,,68.60930390904252,,overheat
95.84759150792405,30.4818491745582,28.7909327407317,48.9230725589778,office,lagging
10.999634864645236,31.799953317037133,75.55281754503507,68.86818904308791,gaming,lagging
88.80456013724377,9.244299626941789,96.459162985831,64.7700455053137,gaming,
32.18305734619747,23.78068595983051,55.78280125706519,63.15578204860636,gaming,lagging
0.45583332720671166,14.093065311599887,3.7627687053086945,49.30677777056946,gaming,lagging
23.48421508510521,5.0704404935395715,24.078847833474004,65.01700277533794,student,normal
52.56343238914995,,35.050216550671834,,student,
55.35588749330953,13.774968072069111,84.54441479109248,54.69089493369109,student,normal
54.72902803402994,26.502195382285294,97.4439384326719,68.71141385081985,office,overheat
59.06521392405302,9.224698710234343,18.30792483189625,59.402080012449886,,lagging
3.217275754922133,23.04012463482354,99.44299199445175,,student,normal
99.92246506564106,24.379752596749828,1.3574600089859112,64.96600201382448,office,normal
42.63814166324175,7.047494074456676,49.7598545823293,55.736521689986986,gaming,normal
15.95487213961546,8.444110264365385,23.890949586467926,63.81523613698471,student,
22.291771327805023,1.4063653220665664,,76.33605427166887,student,overheat
72.16732890407435,1.8476569941780419,93.95867068936244,72.00413110256564,gaming,normal
33.3240678610386,24.796710795387764,23.46332388882765,53.54262157791766,office,normal
56.27439704142599,30.92845699448269,85.96053205726973,51.462132722543636,student,normal
95.29447792184452,19.063503082585587,94.66545933898189,58.89149231260748,student,lagging
46.533443051847115,0.9919851701105671,38.094080372568605,79.88716994412685,gaming,lagging
56.03401677442085,,37.76916220714386,82.13772039574299,gaming,overheat
31.024746062290177,7.209624181516986,,,office,
72.80847264166084,26.388646673160256,63.9326162640749,84.13237299466772,gaming,lagging
72.0660146888234,18.936274001121205,50.64141424173852,53.7413906040394,office,
39.37157023065978,26.118931895543277,36.71858671725039,70.98984431080584,,overheat
37.6997741980344,14.459517070560256,,63.39952602808315,,normal
67.48578472280533,3.788532437735622,86.49233659869306,70.27265239433845,,lagging
,21.200698074716197,2.5242815044331457,58.14291234841029,office,normal
84.75918425706178,15.339102987233119,20.255638007433554,64.24422537017509,student,
96.98000028954982,24.274398142889137,40.355029441276166,61.18684477453216,gaming,normal
,23.059734215997594,29.024978910794452,53.508453902224694,office,normal
34.025069887975214,17.043506693653615,1.6336147056306372,60.900024373148206,gaming,
,25.24122743464674,58.15155530264743,61.03096064459831,,lagging
57.38106289920067,5.317056848668489,81.98613462991237,51.267611120904135,gaming,overheat
28.77629958134339,,84.34109718352695,66.38895840493353,office,overheat
59.552203954807084,3.7286544261453614,17.81229122899609,55.02936666777993,student,
,25.047125834311785,63.48394013265135,68.6242565478016,student,
19.329990704618726,,5.5583768695859685,150.0,office,lagging
77.67682677716981,15.118619592089853,21.376001686876812,50.76346205814191,gaming,normal
76.65681829840504,4.7237504319401395,83.98062553670884,75.66064397954666,gaming,normal
9.253468107152486,21.995871296482363,51.58726807238953,,gaming,overheat
59.01638707947624,21.038216386814444,17.212835628405276,62.45936029777995,student,
63.788077375462535,12.108935879604793,8.425508550174465,59.64935237124603,office,lagging
10.01888938786738,17.046190776053866,6.114312513897124,58.50300743256047,office,overheat
21.83598377081427,16.301610958116797,77.81658281145805,,,lagging
73.09747127956719,24.866316675533856,52.99298698744407,77.78193838175153,student,
23.06025454920596,28.88404537787659,9.862278774657064,62.09923906317074,office,lagging
19.094332198202125,7.426228006526365,28.70509076159452,,office,lagging
9.92727548682667,7.510105952177227,46.0322702758599,,office,normal
52.76485565661331,22.601241560760986,65.45462213935376,150.0,office,overheat
99.3960401319748,6.707700330356268,,,office,
48.209367259972446,26.319130487197278,96.62743362405965,,student,normal
79.50574135650774,18.234912101833956,41.64590363576022,58.357288029897596,student,normal
83.10839859462432,19.576857169260066,,,office,
51.77463820001908,21.496640319551652,5.524152218646583,,student,normal
16.1966617339218,,91.33383878607395,68.90046212068668,gaming,lagging
14.647368843243914,6.904393901531655,97.41602288523474,,student,normal
73.2269202888639,16.200867341762034,22.38688585845293,54.07801699392897,,normal
,24.777918996926164,75.2760058752346,52.77062725110619,gaming,lagging
42.09944409176969,24.422983923991794,23.7579482288785,,gaming,lagging
54.33744436158617,1.8647115452800662,20.52906097058814,39.442330496841706,student,overheat
46.07207484535256,,87.33611534977427,43.53017990842034,gaming,overheat
42.00432043979713,29.89731846162075,,,gaming,lagging
82.67066139631967,12.062423412635926,,68.25011945881205,office,overheat
39.65196845099026,14.43344673452141,,53.532041656816766,office,normal
,28.67606347938215,,58.05616603251877,gaming,overheat
5.858453354452731,25.956413552519525,31.968055737909218,68.1012194084337,office,normal
12.451298179499393,,8.172517636423427,57.74808721519185,office,lagging
